Date,Open,High,Low,Close,Volume
2024-09-09,27.831608706143488,28.197688362049927,27.61966910994203,27.629302978515625,1218700
2024-09-10,27.735277845673128,27.812346968322007,27.137990767039707,27.783445358276367,928900
2024-09-11,27.908682686666424,29.08398913309266,27.590772318160102,29.01655387878418,953200
2024-09-12,28.9298504747338,29.064720981442925,28.47706776654257,28.727542877197266,997500
2024-09-13,29.14178849394731,29.690906198019437,29.064719374734953,29.536767959594727,958200
2024-09-16,28.90094836040651,29.305561710951114,28.505968879812112,29.21885871887207,1211900
2024-09-17,29.729444041817423,29.77761155610537,29.209226067637758,29.565671920776367,1187600
2024-09-18,29.787244843412054,30.307460969936297,29.09362272888878,29.132156372070312,1247900
2024-09-19,30.00881515693746,30.933646382197068,29.97991538698953,30.490497589111328,1690100
2024-09-20,30.78914394319613,31.020353155855744,29.796879187703848,29.82577896118164,8056200
2024-09-23,29.883583068847656,30.143692062694825,29.459701949704822,29.883583068847656,2103800
2024-09-24,30.259289843092134,30.50013105600275,29.13215289317154,29.286291122436523,1688300
2024-09-25,29.17069120298302,29.93174855422699,29.17069120298302,29.61383819580078,1485500
2024-09-26,30.895112666351707,31.07815067802882,29.777609507019534,30.74097442626953,1452400
2024-09-27,30.962548931448218,31.280461129193597,29.681273620353025,29.758342742919922,1350200
2024-09-30,29.440432186862388,29.873947146838738,29.141789568585796,29.478967666625977,1142500
2024-10-01,29.40189889472459,29.478968017696793,27.985751233585205,28.05318832397461,1246500
2024-10-02,28.33256184921753,29.045451661947574,28.168789741058415,28.621570587158203,843400
2024-10-03,28.29402718930282,28.708272542106002,27.95684911553368,28.02428436279297,1383200
2024-10-04,29.56566732044756,29.941379018358006,28.949112576153176,29.382627487182617,2238100
2024-10-07,29.055085017577266,29.430796737748604,28.689007166829896,28.978015899658203,1125400
2024-10-08,28.891314024298815,29.19959050784017,28.611939150141758,29.055086135864258,1125600
2024-10-09,29.026181836740143,29.58493337074978,28.7082715128635,29.392261505126953,858100
2024-10-10,28.910582577218534,29.161057686510595,28.573404474807184,29.11288833618164,1450300
2024-10-11,29.04544961287373,29.931745340831633,29.04544961287373,29.787240982055664,752200
2024-10-14,30.105153377135373,30.509766712022984,29.979916747574496,30.45196533203125,723800
2024-10-15,30.297831129067276,30.55793829240978,28.862415607888302,28.881683349609375,1407500
2024-10-16,29.594572556105557,29.652375779901693,28.920218149073794,29.363365173339844,1080800
2024-10-17,30.30746137315599,30.413432108892565,29.758343628835327,29.816146850585938,1351200
2024-10-18,30.056987962625797,30.06661999540212,29.247761236422363,29.41153335571289,970700
2024-10-21,29.31519513501404,29.8546789817103,29.093621641947887,29.189956665039062,1162400
2024-10-22,29.12252253644844,29.23812714107586,28.669741663059487,28.872047424316406,865300
2024-10-23,28.70827419495723,29.045452288139074,28.005018236660067,28.39999771118164,1108500
2024-10-24,28.660103242304253,28.83350920297599,28.082083985889316,28.294025421142578,848500
2024-10-25,28.756441492945157,29.103251593720444,28.621569162808374,28.785341262817383,1065100
2024-10-28,28.900944793141814,29.122518262229146,28.178421173313268,28.448163986206055,2422700
2024-10-29,24.074486001942688,27.137986343451587,23.2170919225481,26.954946517944336,5920500
2024-10-30,26.068652285114464,26.71410680708848,25.500266877519167,25.750741958618164,2501800
2024-10-31,25.702573630236806,25.702573630236806,24.508001476785275,24.517635345458984,2377700
2024-11-01,24.74884465608571,25.577337215937476,24.74884465608571,25.047487258911133,1653500
2024-11-04,24.97042033672475,25.93378531601587,24.97042033672475,25.066757202148438,1608900
2024-11-05,24.970418934648784,25.37503227673114,24.854814335136922,25.365398406982422,1219900
2024-11-06,26.126458791104216,26.58887353564376,25.82781432746701,26.367300033569336,1514000
2024-11-07,26.88751186551825,27.388462010793585,26.598503155729247,26.733373641967773,1416800
2024-11-08,26.502168474993915,26.579237593074787,26.12645675403375,26.357664108276367,1028100
2024-11-11,26.126458826232028,26.184260210008976,25.61587473002925,26.10719108581543,887500
2024-11-12,26.039752822131554,26.09755419922776,25.336495077991657,25.50990104675293,966100
2024-11-13,25.37503116894466,25.635140128386308,24.75847823172537,25.02821922302246,1172200
2024-11-14,25.346132090656965,25.615874946348715,24.864449601011408,25.066757202148438,1020800
2024-11-15,24.57544072829518,24.835549712491552,24.10339211112743,24.26716423034668,1033600
2024-11-18,24.093757186563806,24.556171913251756,24.093757186563806,24.459835052490234,1131900
2024-11-19,24.305698481967283,24.517639957714174,24.170827970108657,24.440570831298828,900600
2024-11-20,24.334596146893517,24.479100505802776,24.10338880514418,24.430932998657227,853000
2024-11-21,24.633241130952285,25.50026920625996,24.517638367563418,25.384666442871094,891400
2024-11-22,25.288328453328603,25.66404017378679,25.288328453328603,25.567705154418945,801600
2024-11-25,25.90488052368164,26.348029315216863,25.798911638455568,25.90488052368164,1247800
2024-11-26,26.068653670363247,26.107189148336637,25.191991758668582,25.317230224609375,950500
2024-11-27,25.32686618755053,25.461736696659965,24.594708582792535,25.066757202148438,802400
2024-11-29,25.336498349750435,25.78928106831208,25.297964705867912,25.471370697021484,511300
2024-12-02,25.538806200705768,26.376932716148776,25.432835463418964,26.280597686767578,961500
2024-12-03,26.136091064495805,26.136091064495805,25.615874931466724,25.991586685180664,1988200
2024-12-04,26.637153431909706,26.78431965325992,25.862077001427902,26.038677215576172,1568100
2024-12-05,26.12697575627012,26.24470985751644,25.34208798569485,25.518688201904297,1210000
2024-12-06,25.64623354389294,25.9209452183318,25.5285013057907,25.78359031677246,810300
2024-12-09,25.783589846599362,26.764700545721286,25.76396718350009,26.28395652770996,1518800
2024-12-10,26.313387628301296,26.313387628301296,25.5284998480385,25.5677433013916,1241700
2024-12-11,25.793402404688933,26.333012566337725,25.685479623831082,26.18584632873535,1594600
2024-12-12,25.871887241850626,26.077919568792574,25.57755294023647,25.881696701049805,1055900
2024-12-13,26.185843436926383,26.431121096283416,25.79339955621914,26.038677215576172,1451900
2024-12-16,26.048489512187665,26.774513109718953,25.970000727497826,26.470367431640625,1334500
2024-12-17,26.421312228500856,26.705833366793332,25.911134200359623,26.117168426513672,1302600
2024-12-18,26.421314895637863,26.951113769634894,24.80248240381305,25.067380905151367,1550800
2024-12-19,25.136055539772943,25.45001064665547,24.606254893418644,24.655309677124023,1543400
2024-12-20,24.58663506406054,25.35190212874396,24.3315460424994,24.79266929626465,4242200
2024-12-23,25.18511211252407,25.871890361105507,24.979077889421564,25.773778915405273,924800
