Date,Open,High,Low,Close,Volume
2024-09-09,216.82135330820083,218.6574674995126,214.17136746657866,218.21084594726562,7933400
2024-09-10,218.96514721093752,220.47375008758917,214.83636245303293,220.27525329589844,7651600
2024-09-11,222.1113747014966,231.94704476147857,217.7543041057312,231.6492919921875,11148300
2024-09-12,231.1728934319709,234.19009924045523,228.2351045148166,232.14553833007812,8209500
2024-09-13,233.23728817489274,235.76816390523186,232.46314008951856,235.13296508789062,6405800
2024-09-16,231.63936689589102,233.23729107027353,229.13826489591526,232.04629516601562,5505200
2024-09-17,234.83521019084165,235.35131395783583,230.10098529314064,231.96688842773438,4722800
2024-09-18,233.12810118063953,236.0559703484177,229.05884901909454,229.3268280029297,7299800
2024-09-19,238.17000682227996,242.02090812123035,236.52245470527188,239.28160095214844,11254200
2024-09-20,237.00878254763322,237.85239767623776,233.19758972770026,236.1155242919922,8183300
2024-09-23,237.0187045421878,238.02113831242667,235.34137866207274,237.15765380859375,3781400
2024-09-24,239.27168970147775,242.54693982681772,236.49268913620944,241.57427978515625,5435900
2024-09-25,241.40555638773336,245.22668405225244,240.97878903599644,243.69822692871094,4978300
2024-09-26,253.5835151135826,254.0698451150758,245.51449274147228,250.72511291503906,10082100
2024-09-27,251.29084611819388,251.3107003403362,244.27387030780062,245.88172912597656,7128600
2024-09-30,242.318650113845,245.15719815623814,240.05575336892565,243.60890197753906,6252500
2024-10-01,243.78756489381334,244.73043603359534,235.22229259979406,237.08819580078125,7751800
2024-10-02,237.37599923402004,242.61639307850493,235.80784889614506,240.50238037109375,5842600
2024-10-03,239.7381552328992,245.29614098108485,239.52972376308773,242.7156524658203,5926900
2024-10-04,247.34070901664364,247.34070901664364,242.49730853030047,245.9611358642578,5771300
2024-10-07,244.6807979046705,248.72027644480235,244.46244689469938,246.35812377929688,4958800
2024-10-08,247.29107226529075,251.2709880896546,246.02067466544224,250.62586975097656,4435300
2024-10-09,251.09235842486788,253.49420448372635,248.33321207617638,253.23614501953125,4063400
2024-10-10,250.6159360078574,253.95073350605082,249.11726785637887,252.73988342285156,4044600
2024-10-11,251.70768846501085,255.36999729339615,251.69776892632166,254.76458740234375,4202900
2024-10-14,256.58088293828536,260.29285055210454,256.4816572489683,259.3201904296875,4608600
2024-10-15,259.0422596712977,260.1439191106494,243.737925687348,245.3060760498047,14128900
2024-10-16,247.95604145093142,247.95604145093142,243.65851871293117,245.46487426757812,5692300
2024-10-17,253.26590442152494,254.24849909327125,249.61351512750807,249.6929168701172,6745000
2024-10-18,251.59850688823528,251.61836110946825,248.97831002582345,249.62342834472656,3720700
2024-10-21,249.11727149625088,251.15189765885205,247.6186033228752,250.94346618652344,3923400
2024-10-22,249.44479323466507,250.59609579121712,247.79724114280614,249.80209350585938,3629100
2024-10-23,248.57138244237103,249.7822324871176,243.99596124557192,247.14218139648438,4971600
2024-10-24,248.98824803160127,249.3157745567369,246.33827721295978,248.184326171875,2595500
2024-10-25,250.59610051042552,254.6256292455736,250.4075232603642,251.0625762939453,6835900
2024-10-28,250.87399498370257,251.15189351266352,249.11726738365135,249.32569885253906,3557300
2024-10-29,250.0105094341652,256.3922711788305,248.97831706586754,254.9928741455078,5392800
2024-10-30,249.85171380334123,251.1022571418902,247.57888252071632,248.79965209960938,5348400
2024-10-31,246.40775273871583,246.40775273871583,238.47767957619268,239.86717224121094,9464700
2024-11-01,242.35835698136606,245.43509509625054,241.52466137431358,242.91415405273438,5521000
2024-11-04,243.46995179991544,245.65344679106659,241.58420956763365,242.43775939941406,5199200
2024-11-05,243.4104039120903,247.1719688319749,243.241680882662,246.44744873046875,4344200
2024-11-06,250.39757978300435,253.7720856547254,248.3331950767676,252.898681640625,7284400
2024-11-07,256.4518560901008,259.19113300021985,256.20373131596915,259.0621032714844,5370200
2024-11-08,258.8040764121274,259.9156705639697,255.98538258747908,257.39471435546875,3915600
2024-11-11,255.98538149096782,256.11438093163315,249.1073548450695,251.6282958984375,7667300
2024-11-12,251.2015295374938,251.66800532839846,246.993327880262,249.9708251953125,6574000
2024-11-13,248.76988881356826,249.29591211541387,245.36562423202653,245.77255249023438,5537900
2024-11-14,247.6880586764986,249.0775664228977,245.5244180326632,246.3184051513672,4607600
2024-11-15,242.3384937302867,242.7355024409974,237.00877862279106,238.150146484375,9499700
2024-11-18,237.237058421488,240.35350498656234,235.6093605049078,239.7282257080078,7696500
2024-11-19,239.2915353361375,242.43775561675412,238.79528579387622,242.34841918945312,4505200
2024-11-20,241.50480113190133,241.9216489250367,236.85989759748696,240.72071838378906,7585600
2024-11-21,243.67837703971614,246.32834775161623,237.80278433531956,244.2540283203125,8825400
2024-11-22,244.12500557922084,244.78997816091822,241.48495433057067,242.78512573242188,4746300
2024-11-25,244.50216145089468,244.50216145089468,240.46268280978472,241.83233642578125,4562700
2024-11-26,243.97613598514997,244.27387359962614,238.09060844820888,239.609130859375,4996500
2024-11-27,237.86233322166595,238.00128248713594,232.41350781880536,236.46290588378906,6911600
2024-11-29,238.19978432379864,242.65611074081676,237.7928560576052,240.31381225585938,5607400
2024-12-02,241.52465724846957,247.28113979873586,241.52465724846957,246.0107421875,8070300
2024-12-03,245.07779625068295,246.81466968104758,244.08529714761744,246.55662536621094,3227300
2024-12-04,250.3380529043934,251.1717636885662,247.44989192750276,250.7350616455078,5457400
2024-12-05,250.0005986657992,250.26857766425536,245.7229299512514,246.43753051757812,3872100
2024-12-06,246.0206734034515,247.5491153020641,245.35570084634293,246.7451934814453,3885300
2024-12-09,244.37312722866494,247.0925801880857,243.09279492133268,244.22425842285156,4532600
2024-12-10,244.5815454530533,245.29614601516647,236.58200514619506,238.0806884765625,6402400
2024-12-11,241.8223926214234,245.18696386675754,239.91679622218703,243.90664672851562,5588400
2024-12-12,242.17969343006087,242.80497269244248,240.11529354022488,241.54449462890625,3979300
2024-12-13,247.64838032891498,249.7425540412399,244.20440723123846,247.6186065673828,8628300
2024-12-16,248.6210151514202,252.45206213836914,247.05286481538062,251.3503875732422,4893000
2024-12-17,248.60117163861338,249.28599844431838,246.16955185965682,248.0850830078125,4027800
2024-12-18,250.26857988100855,252.5612504081415,238.64640860834453,240.17486572265625,8125800
2024-12-19,241.17728858205368,241.4254133645455,236.5621736854397,237.07826232910156,6893100
2024-12-20,235.61926741872483,243.4203105246033,234.76571763355068,240.8894500732422,6909300
2024-12-23,242.77457766879388,248.81577733756583,242.77457766879388,248.44692993164062,6650100
2024-12-24,249.66314786053047,250.5902557373047,248.60643837073997,250.5902557373047,2097400
2024-12-26,249.64321404493373,251.60710446904028,248.10799770291283,250.15162658691406,2169300
